instance Boomer-SAT-W2 XGBoost-MaxSAT
instance2215 0.024 1.192
instance2216 0.023 1.328
instance2217 0.038 1.262
instance2218 0.021 1.565
instance2219 0.023 1.633
instance2220 0.021 1.426
instance2221 0.036 1.481
instance2222 0.025 3.155
instance2223 0.045 1.337
instance2224 0.025 1.439
instance2225 0.02 2.667
instance2226 0.02 1.478
instance2227 0.026 1.225
instance2228 0.02 2.168
instance2229 0.025 1.811
instance2230 0.041 1.406
instance2231 0.027 1.543
instance2232 0.024 1.208
instance2233 0.022 1.931
instance2234 0.019 1.622
instance2235 0.022 1.433
instance2236 0.021 1.61
instance2237 0.026 1.295
instance2238 0.025 1.297
instance2239 0.022 2.734
instance2240 0.018 1.54
instance2241 0.027 2.407
instance2242 0.021 1.768
instance2243 0.022 1.46
instance2244 0.03 2.694
instance2245 0.021 1.465
instance2246 0.022 1.634
instance2247 0.029 2.595
instance2248 0.022 1.473
instance2249 0.025 1.979
instance2250 0.035 2.882
instance2251 0.032 1.21
instance2252 0.02 2.051
instance2253 0.027 1.976
instance2254 0.024 2.106
instance2255 0.029 2.112
instance2256 0.021 1.582
instance2257 0.025 1.333
instance2258 0.03 2.697
instance2259 0.026 1.151
instance2260 0.026 1.538
instance2261 0.022 1.429
instance2262 0.025 1.316
instance2263 0.021 1.972
instance2264 0.029 1.192
instance2265 0.022 1.495
instance2266 0.027 1.38
instance2267 0.026 1.441
instance2268 0.022 1.529
instance2269 0.029 2.32
instance2270 0.034 1.183
instance2271 0.042 1.561
instance2272 0.04 3.355
instance2273 0.032 2.467
instance2274 0.029 1.413
instance2275 0.028 1.544
instance2276 0.022 1.457
instance2277 0.021 1.662
instance2278 0.027 1.464
instance2279 0.022 1.739
instance2280 0.025 2.088
instance2281 0.025 1.357
instance2282 0.028 1.207
instance2283 0.021 2.027
instance2284 0.021 1.897
instance2285 0.024 1.706
instance2286 0.023 2.097
instance2287 0.03 1.442
instance2288 0.028 1.502
instance2289 0.023 2.344
instance2290 0.028 2.159
instance2291 0.035 2.658
instance2292 0.024 1.722
instance2293 0.03 2.537
instance2294 0.023 1.653
instance2295 0.029 2.402
instance2296 0.026 1.551
instance2297 0.024 1.404
instance2298 0.021 1.691
instance2299 0.03 1.165
instance2300 0.025 1.533
instance2301 0.026 1.648
instance2302 0.036 1.48
instance2303 0.021 1.182
instance2304 0.02 1.585
instance2305 0.027 2.73
instance2306 0.027 2.628
instance2307 0.027 1.583
instance2308 0.019 3.098
instance2309 0.023 3.178
instance2310 0.027 3.08
instance2311 0.021 3.2
instance2312 0.023 3.516
instance2313 0.027 2.89
instance2314 0.032 2.854
instance2315 0.04 3.311
instance2316 0.03 1.417
instance2317 0.021 2.53
instance2318 0.017 1.883
instance2319 0.026 2.302
instance2320 0.026 2.091
instance2321 0.027 1.344
instance2322 0.022 1.686
instance2323 0.082 1.468
instance2324 0.089 1.873
instance2325 0.063 0.822
instance2326 0.072 1.339
instance2327 0.092 1.653
instance2328 0.089 1.401
instance2329 0.065 0.515
instance2330 0.056 1.28
instance2331 0.076 1.244
instance2332 0.071 1.574
instance2333 0.046 0.573
instance2334 0.067 0.922
instance2335 0.062 1.428
instance2336 0.051 1.164
instance2337 0.064 1.75
instance2338 0.047 0.72
instance2339 0.053 0.756
instance2340 0.062 0.875
instance2341 0.072 1.531
instance2342 0.09 1.59
instance2343 0.063 1.479
instance2344 0.057 0.929
instance2345 0.063 1.497
instance2346 0.066 1.531
instance2347 0.064 0.908
instance2348 0.076 1.588
instance2349 0.084 1.443
instance2350 0.059 1.264
instance2351 0.083 1.801
instance2352 0.046 1.367
instance2353 0.088 1.868
instance2354 0.063 0.882
instance2355 0.055 0.884
instance2356 0.079 1.835
instance2357 0.038 1.234
instance2358 0.072 1.899
instance2359 0.069 1.702
instance2360 0.064 1.461
instance2361 0.077 1.785
instance2362 0.071 1.348
instance2363 0.061 0.493
instance2364 0.076 0.722
instance2365 0.108 1.361
instance2366 0.061 1.382
instance2367 0.074 0.763
instance2368 0.088 1.392
instance2369 0.107 1.412
instance2370 0.097 1.422
instance2371 0.103 1.865
instance2372 0.068 1.405
instance2373 0.076 1.435
instance2374 0.07 0.589
instance2375 0.066 0.916
instance2376 0.056 0.751
instance2377 0.071 1.866
instance2378 0.051 0.866
instance2379 0.049 0.724
instance2380 0.044 0.547
instance2381 0.069 1.466
instance2382 0.057 1.47
instance2383 0.059 1.743
instance2384 0.063 2.101
instance2385 0.069 1.49
instance2386 0.067 1.312
instance2387 0.043 0.528
instance2388 0.04 0.756
instance2389 0.044 0.895
instance2390 0.052 0.555
instance2391 0.039 0.511
instance2392 0.045 0.526
instance2393 0.062 1.964
instance2394 0.082 2.04
instance2395 0.069 1.461
instance2396 0.063 1.765
instance2397 0.048 0.483
instance2398 0.066 1.344
instance2399 0.052 1.721
instance2400 0.057 1.679
instance2401 0.05 0.893
instance2402 0.061 1.607
instance2403 0.051 1.357
instance2404 0.037 1.248
instance2405 0.068 1.482
instance2406 0.049 1.132
instance2407 0.061 1.865
instance2408 0.061 1.762
instance2409 0.039 1.346
instance2410 0.048 1.33
instance2411 0.069 1.634
instance2412 0.066 1.422
instance2413 0.045 0.642
instance2414 0.078 2.142
instance2415 0.078 1.549
instance2416 0.059 1.838
instance2417 0.07 1.419
instance2418 0.091 1.594
instance2419 0.063 1.79
instance2420 0.067 1.516
instance2421 0.057 1.501
instance2422 0.064 1.438
instance2423 0.09 1.728
instance2424 0.045 0.526
instance2425 0.065 1.534
instance2426 0.073 2.165
instance2427 0.067 1.558
instance2428 0.051 1.18
instance2429 0.057 1.603
instance2430 0.066 1.554
instance2431 0.057 1.791
instance2432 0.071 1.653
instance2433 0.062 1.635
instance2434 0.081 1.512
instance2435 0.082 1.849
instance2436 0.048 0.861
instance2437 0.055 0.763
instance2438 0.062 1.727
instance2439 0.064 1.495
instance2440 0.069 1.801
instance2441 0.058 0.876
instance2442 0.087 1.767
instance2443 0.049 1.36
instance2444 0.048 0.885
instance2445 0.074 1.62
instance2446 0.044 0.588
instance2447 0.041 1.319
instance2448 0.064 1.599
instance2449 0.045 0.758
instance2450 0.074 1.809
instance2451 0.061 2.005
instance2452 0.079 1.875
instance2453 0.044 0.591
instance2454 0.042 0.544
instance2455 0.048 1.399
instance2456 0.077 1.587
instance2457 0.054 0.757
instance2458 0.045 1.163
instance2459 0.073 1.742
instance2460 0.075 1.731
instance2461 0.075 2.27
instance2462 0.067 1.743
instance2463 0.065 1.961
instance2464 0.064 1.898
instance2465 0.069 1.882
instance2466 0.066 1.583
instance2467 0.073 2.266
instance2468 0.044 0.735
instance2469 0.04 1.264
instance2470 0.082 2.138
instance2471 0.05 1.388
instance2472 0.056 1.528
instance2473 0.051 0.898
instance2474 0.046 0.808
instance2475 0.04 1.138
instance2476 0.061 1.854
instance2477 0.06 1.423
instance2478 0.072 1.953
instance2479 0.07 1.596
instance2480 0.045 1.343
instance2481 0.072 1.958
instance2482 0.051 0.836
instance2483 0.043 0.742
instance2484 0.068 1.213
instance2485 0.057 1.373
instance2486 0.044 0.567
instance2487 0.06 1.319
instance2488 0.089 2.014
instance2489 0.081 1.85
instance2490 0.065 1.666
instance2491 0.054 1.592
instance2492 0.065 1.656
instance2493 0.056 1.51
instance2494 0.055 1.596
instance2495 0.069 1.936
instance2496 0.043 1.224
instance2497 0.062 1.332
instance2498 0.042 0.931
instance2499 0.048 0.738
instance2500 0.074 1.72
instance2501 0.048 1.404
instance2502 0.059 1.503
instance2503 0.069 1.551
instance2504 0.065 1.542
instance2505 0.044 0.815
instance2506 0.076 1.583
instance2507 0.043 0.847
instance2508 0.04 1.517
instance2509 0.077 1.516
instance2510 0.092 1.745
instance2511 0.082 1.483
instance2512 0.064 1.787
instance2513 0.065 1.986
instance2514 0.042 0.827
instance2515 0.037 0.641
instance2516 0.05 1.309
instance2517 0.056 1.583
instance2518 0.046 1.269
instance2519 0.057 1.672
instance2520 0.071 1.805
instance2521 0.055 1.98
instance2522 0.071 2.029
instance2523 0.001 0.001
instance2524 0.001 0.001
instance2525 0.001 0.001
instance2526 0.001 0.001
instance2527 0.001 0.001
instance2528 0.001 0.001
instance2529 0.001 0.001
instance2530 0.001 0.001
instance2531 0.001 0.001
instance2532 0.001 0.001
instance2533 0.001 0.001
instance2534 0.001 0.001
instance2535 0.001 0.001
instance2536 0.001 0.001
instance2537 0.001 0.001
instance2538 0.001 0.001
instance2539 0.001 0.001
instance2540 0.001 0.001
instance2541 0.001 0.001
instance2542 0.001 0.001
instance2543 0.001 0.001
instance2544 0.001 0.001
instance2545 0.001 0.001
instance2546 0.001 0.001
instance2547 0.001 0.001
instance2548 0.001 0.001
instance2549 0.001 0.001
instance2550 0.001 0.001
instance2551 0.001 0.001
instance2552 0.001 0.001
instance2553 0.001 0.001
instance2554 0.001 0.001
instance2555 0.001 0.001
instance2556 0.001 0.001
instance2557 0.001 0.001
instance2558 0.001 0.001
instance2559 0.001 0.001
instance2560 0.001 0.001
instance2561 0.001 0.001
instance2562 0.001 0.001
instance2563 0.001 0.001
instance2564 0.001 0.001
instance2565 0.001 0.001
instance2566 0.001 0.001
instance2567 0.001 0.001
instance2568 0.001 0.001
instance2569 0.001 0.001
instance2570 0.001 0.001
instance2571 0.001 0.001
instance2572 0.001 0.001
instance2573 0.001 0.001
instance2574 0.001 0.001
instance2575 0.001 0.001
instance2576 0.001 0.001
instance2577 0.001 0.001
instance2578 0.001 0.001
instance2579 0.001 0.001
instance2580 0.001 0.001
instance2581 0.001 0.001
instance2582 0.001 0.001
instance2583 0.001 0.001
instance2584 0.001 0.001
instance2585 0.001 0.001
instance2586 0.001 0.001
instance2587 0.001 0.001
instance2588 0.001 0.001
instance2589 0.001 0.001
instance2590 0.001 0.001
instance2591 0.001 0.001
instance2592 0.001 0.001
instance2593 0.001 0.001
instance2594 0.001 0.001
instance2595 0.001 0.001
instance2596 0.001 0.001
instance2597 0.001 0.001
instance2598 0.001 0.001
instance2599 0.001 0.001
instance2600 0.001 0.001
instance2601 0.001 0.001
instance2602 0.001 0.001
instance2603 0.001 0.001
instance2604 0.001 0.001
instance2605 0.001 0.001
instance2606 0.001 0.001
instance2607 0.001 0.001
instance2608 0.001 0.001
instance2609 0.001 0.001
instance2610 0.001 0.001
instance2611 0.001 0.001
instance2612 0.001 0.001
instance2613 0.001 0.001
instance2614 0.001 0.001
instance2615 0.001 0.001
instance2616 0.001 0.001
instance2617 0.001 0.001
instance2618 0.001 0.001
instance2619 0.001 0.001
instance2620 0.001 0.001
instance2621 0.001 0.001
instance2622 0.001 0.001
instance2623 0.001 0.001
instance2624 0.001 0.001
instance2625 0.001 0.001
instance2626 0.001 0.001
instance2627 0.001 0.001
instance2628 0.001 0.001
instance2629 0.001 0.001
instance2630 0.001 0.001
instance2631 0.001 0.001
instance2632 0.001 0.001
instance2633 0.001 0.001
instance2634 0.001 0.001
instance2635 0.001 0.001
instance2636 0.001 0.001
instance2637 0.001 0.001
instance2638 0.001 0.001
instance2639 0.001 0.001
instance2640 0.001 0.001
instance2641 0.001 0.001
instance2642 0.001 0.001
instance2643 0.001 0.001
instance2644 0.001 0.002
instance2645 0.001 0.001
instance2646 0.001 0.001
instance2647 0.001 0.001
instance2648 0.001 0.001
instance2649 0.001 0.001
instance2650 0.001 0.001
instance2651 0.001 0.001
instance2652 0.001 0.001
instance2653 0.001 0.001
instance2654 0.001 0.001
instance2655 0.001 0.001
instance2656 0.001 0.001
instance2657 0.001 0.001
instance2658 0.001 0.001
instance2659 0.001 0.001
instance2660 0.001 0.001
instance2661 0.001 0.001
instance2662 0.001 0.001
instance2663 0.001 0.001
instance2664 0.001 0.001
instance2665 0.001 0.001
instance2666 0.001 0.001
instance2667 0.001 0.001
instance2668 0.001 0.001
instance2669 0.001 0.001
instance2670 0.001 0.001
instance2671 0.001 0.001
instance2672 0.001 0.001
instance2673 0.001 0.001
instance2674 0.001 0.001
instance2675 0.001 0.001
instance2676 0.001 0.001
instance2677 0.001 0.001
instance2678 0.001 0.001
instance2679 0.001 0.001
instance2680 0.001 0.001
instance2681 0.001 0.001
instance2682 0.001 0.001
instance2683 0.001 0.001
instance2684 0.001 0.001
instance2685 0.001 0.001
instance2686 0.001 0.001
instance2687 0.001 0.001
instance2688 0.001 0.001
instance2689 0.001 0.001
instance2690 0.001 0.001
instance2691 0.001 0.001
instance2692 0.001 0.001
instance2693 0.001 0.001
instance2694 0.001 0.001
instance2695 0.001 0.001
instance2696 0.001 0.001
instance2697 0.001 0.001
instance2698 0.001 0.001
instance2699 0.001 0.001
instance2700 0.001 0.001
instance2701 0.001 0.001
instance2702 0.001 0.001
instance2703 0.001 0.001
instance2704 0.001 0.001
instance2705 0.001 0.001
instance2706 0.001 0.001
instance2707 0.001 0.001
instance2708 0.001 0.001
instance2709 0.001 0.001
instance2710 0.001 0.001
instance2711 0.001 0.001
instance2712 0.001 0.001
instance2713 0.001 0.001
instance2714 0.001 0.001
instance2715 0.001 0.001
instance2716 0.001 0.001
instance2717 0.001 0.001
instance2718 0.001 0.001
instance2719 0.001 0.001
instance2720 0.001 0.001
instance2721 0.001 0.001
instance2722 0.001 0.001
instance2723 0.002 0.481
instance2724 0.001 0.563
instance2725 0.002 0.504
instance2726 0.002 0.615
instance2727 0.002 0.601
instance2728 0.001 0.531
instance2729 0.002 0.413
instance2730 0.002 0.648
instance2731 0.002 0.564
instance2732 0.001 0.503
instance2733 0.001 0.585
instance2734 0.001 0.57
instance2735 0.001 0.591
instance2736 0.002 0.548
instance2737 0.001 0.66
instance2738 0.001 0.676
instance2739 0.002 0.685
instance2740 0.001 0.545
instance2741 0.002 0.663
instance2742 0.001 0.584
instance2743 0.001 0.58
instance2744 0.001 0.8
instance2745 0.001 0.714
instance2746 0.002 0.662
instance2747 0.001 0.571
instance2748 0.001 0.65
instance2749 0.002 0.645
instance2750 0.002 0.653
instance2751 0.001 0.555
instance2752 0.001 0.836
instance2753 0.002 0.606
instance2754 0.002 0.736
instance2755 0.001 0.503
instance2756 0.001 0.647
instance2757 0.002 0.719
instance2758 0.001 0.769
instance2759 0.002 0.717
instance2760 0.002 0.533
instance2761 0.002 0.609
instance2762 0.002 0.81
instance2763 0.002 0.809
instance2764 0.001 0.701
instance2765 0.001 0.876
instance2766 0.002 0.78
instance2767 0.001 0.487
instance2768 0.001 0.814
instance2769 0.001 0.687
instance2770 0.002 0.842
instance2771 0.002 1.181
instance2772 0.002 0.889
instance2773 0.002 0.743
instance2774 0.002 1.003
instance2775 0.002 0.825
instance2776 0.002 0.828
instance2777 0.001 0.835
instance2778 0.001 1.002
instance2779 0.002 0.728
instance2780 0.002 0.852
instance2781 0.002 0.606
instance2782 0.001 0.766
instance2783 0.002 0.807
instance2784 0.001 0.766
instance2785 0.002 0.758
instance2786 0.002 0.752
instance2787 0.002 0.554
instance2788 0.001 0.721
instance2789 0.002 1.003
instance2790 0.001 0.765
instance2791 0.002 0.618
instance2792 0.002 1.017
instance2793 0.002 1.075
instance2794 0.003 0.581
instance2795 0.002 0.644
instance2796 0.001 0.847
instance2797 0.002 0.747
instance2798 0.001 1.283
instance2799 0.002 0.685
instance2800 0.001 0.961
instance2801 0.001 0.797
instance2802 0.001 1.104
instance2803 0.002 0.678
instance2804 0.001 0.708
instance2805 0.001 0.824
instance2806 0.001 1.233
instance2807 0.001 1.031
instance2808 0.002 1.15
instance2809 0.002 0.882
instance2810 0.002 1.206
instance2811 0.002 1.456
instance2812 0.002 0.956
instance2813 0.002 0.752
instance2814 0.002 1.268
instance2815 0.002 0.884
instance2816 0.001 0.766
instance2817 0.002 1.068
instance2818 0.002 1.269
instance2819 0.001 0.818
instance2820 0.002 0.688
instance2821 0.002 0.887
instance2822 0.002 1.062
instance2823 0.002 0.762
instance2824 0.002 1.239
instance2825 0.002 1.35
instance2826 0.002 0.891
instance2827 0.002 1.452
instance2828 0.003 1.017
instance2829 0.003 1.057
instance2830 0.002 0.896
instance2831 0.002 1.047
instance2832 0.002 0.927
instance2833 0.002 1.214
instance2834 0.001 0.926
instance2835 0.002 1.026
instance2836 0.002 1.04
instance2837 0.002 1.024
instance2838 0.001 1.226
instance2839 0.002 1.137
instance2840 0.001 1.124
instance2841 0.002 1.127
instance2842 0.002 1.209
instance2843 0.002 1.533
instance2844 0.002 0.787
instance2845 0.001 1.43
instance2846 0.002 1.125
instance2847 0.002 0.839
instance2848 0.002 1.079
instance2849 0.002 1.074
instance2850 0.002 0.899
instance2851 0.002 1.619
instance2852 0.002 1.426
instance2853 0.002 2.032
instance2854 0.002 2.466
instance2855 0.002 0.86
instance2856 0.002 1.68
instance2857 0.002 1.52
instance2858 0.002 1.777
instance2859 0.002 0.865
instance2860 0.002 1.22
instance2861 0.001 1.484
instance2862 0.002 0.972
instance2863 0.002 1.478
instance2864 0.002 1.261
instance2865 0.002 1.661
instance2866 0.001 1.112
instance2867 0.002 0.962
instance2868 0.002 0.767
instance2869 0.001 1.264
instance2870 0.002 0.686
instance2871 0.002 1.376
instance2872 0.001 1.662
instance2873 0.002 1.412
instance2874 0.001 1.782
instance2875 0.002 1.577
instance2876 0.002 2.523
instance2877 0.001 0.828
instance2878 0.002 0.889
instance2879 0.002 1.604
instance2880 0.003 1.355
instance2881 0.002 2.751
instance2882 0.002 1.701
instance2883 0.002 1.635
instance2884 0.002 1.493
instance2885 0.001 1.192
instance2886 0.002 1.157
instance2887 0.001 1.012
instance2888 0.002 1.336
instance2889 0.002 2.195
instance2890 0.002 1.035
instance2891 0.003 1.001
instance2892 0.002 3.538
instance2893 0.002 1.155
instance2894 0.002 2.398
instance2895 0.002 3.045
instance2896 0.002 0.98
instance2897 0.002 1.386
instance2898 0.002 1.383
instance2899 0.002 1.571
instance2900 0.002 1.875
instance2901 0.001 0.792
instance2902 0.002 0.855
instance2903 0.001 0.998
instance2904 0.001 1.262
instance2905 0.002 2.067
instance2906 0.002 0.925
instance2907 0.002 1.861
instance2908 0.001 1.623
instance2909 0.002 2.741
instance2910 0.002 1.085
instance2911 0.002 2.942
instance2912 0.002 1.908
instance2913 0.001 1.908
instance2914 0.001 2.625
instance2915 0.001 1.173
instance2916 0.002 0.933
instance2917 0.002 2.403
instance2918 0.002 2.249
instance2919 0.002 2.131
instance2920 0.001 2.467
instance2921 0.002 1.911
instance2922 0.002 2.318
instance2923 0.283 4.808
instance2924 0.194 7.662
instance2925 0.143 7.606
instance2926 0.231 7.296
instance2927 0.165 7.8
instance2928 0.109 11.342
instance2929 0.215 5.102
instance2930 0.123 9.883
instance2931 0.127 6.472
instance2932 0.165 5.182
instance2933 0.25 8.176
instance2934 0.109 9.584
instance2935 0.159 8.443
instance2936 0.108 8.926
instance2937 0.069 8.456
instance2938 0.038 10.613
instance2939 0.094 8.625
instance2940 0.163 4.744
instance2941 0.091 11.071
instance2942 0.144 3.268
instance2943 0.123 8.219
instance2944 0.106 4.121
instance2945 0.037 9.346
instance2946 0.165 5.241
instance2947 0.052 9.074
instance2948 0.146 8.003
instance2949 0.154 4.21
instance2950 0.137 9.046
instance2951 0.105 8.505
instance2952 0.096 9.304
instance2953 0.119 8.737
instance2954 0.102 10.082
instance2955 0.22 4.521
instance2956 0.079 6.116
instance2957 0.184 6.99
instance2958 0.084 5.743
instance2959 0.162 8.73
instance2960 0.144 4.894
instance2961 0.136 7.296
instance2962 0.132 10.046
instance2963 0.062 5.817
instance2964 0.078 6.225
instance2965 0.125 10.223
instance2966 0.155 8.031
instance2967 0.056 6.47
instance2968 0.185 9.071
instance2969 0.059 9.409
instance2970 0.082 8.176
instance2971 0.195 10.852
instance2972 0.108 9.002
instance2973 0.148 9.724
instance2974 0.135 6.496
instance2975 0.081 9.315
instance2976 0.116 10.097
instance2977 0.159 7.643
instance2978 0.099 10.276
instance2979 0.067 10.196
instance2980 0.122 10.799
instance2981 0.036 9.641
instance2982 0.103 11.175
instance2983 0.092 9.25
instance2984 0.042 8.934
instance2985 0.146 10.347
instance2986 0.032 10.306
instance2987 0.044 9.255
instance2988 0.061 9.515
instance2989 0.105 6.933
instance2990 0.062 8.357
instance2991 0.117 8.06
instance2992 0.143 10.187
instance2993 0.162 5.486
instance2994 0.149 8.23
instance2995 0.051 10.811
instance2996 0.136 8.962
instance2997 0.096 11.384
instance2998 0.095 9.656
instance2999 0.161 11.389
instance3000 0.104 9.363
instance3001 0.048 6.327
instance3002 0.062 7.024
instance3003 0.119 6.645
instance3004 0.145 11.817
instance3005 0.112 10.593
instance3006 0.138 9.193
instance3007 0.071 6.504
instance3008 0.131 10.353
instance3009 0.152 9.547
instance3010 0.124 7.41
instance3011 0.146 12.408
instance3012 0.092 8.527
instance3013 0.061 6.475
instance3014 0.098 10.646
instance3015 0.143 9.611
instance3016 0.14 9.677
instance3017 0.041 9.513
instance3018 0.124 10.986
instance3019 0.135 5.126
instance3020 0.161 5.102
instance3021 0.079 7.066
instance3022 0.05 9.401
instance3023 0.085 10.028
instance3024 0.107 11.282
instance3025 0.15 10.735
instance3026 0.057 6.104
instance3027 0.041 11.204
instance3028 0.153 7.311
instance3029 0.116 7.418
instance3030 0.101 12.504
instance3031 0.178 5.77
instance3032 0.084 11.331
instance3033 0.06 8.699
instance3034 0.069 6.076
instance3035 0.14 9.949
instance3036 0.122 10.26
instance3037 0.137 7.353
instance3038 0.091 5.135
instance3039 0.17 5.379
instance3040 0.121 10.606
instance3041 0.054 9.217
instance3042 0.12 7.392
instance3043 0.109 10.166
instance3044 0.07 9.691
instance3045 0.113 8.273
instance3046 0.097 10.694
instance3047 0.084 7.75
instance3048 0.129 10.394
instance3049 0.107 8.091
instance3050 0.066 12.13
instance3051 0.133 4.342
instance3052 0.045 7.704
instance3053 0.071 6.558
instance3054 0.065 10.602
instance3055 0.054 10.5
instance3056 0.137 11.619
instance3057 0.154 9.576
instance3058 0.17 5.443
instance3059 0.06 9.078
instance3060 0.18 5.478
instance3061 0.083 8.296
instance3062 0.158 5.196
instance3063 0.2 5.545
instance3064 0.136 8.638
instance3065 0.153 8.643
instance3066 0.057 8.45
instance3067 0.112 11.069
instance3068 0.16 9.649
instance3069 0.048 11.709
instance3070 0.053 11.814
instance3071 0.124 9.168
instance3072 0.13 10.499
instance3073 0.131 13.236
instance3074 0.084 11.408
instance3075 0.141 6.836
instance3076 0.167 11.453
instance3077 0.085 7.377
instance3078 0.049 5.94
instance3079 0.077 6.843
instance3080 0.119 12.082
instance3081 0.094 10.908
instance3082 0.114 4.103
instance3083 0.087 9.511
instance3084 0.096 10.651
instance3085 0.135 11.843
instance3086 0.099 11.938
instance3087 0.06 11.921
instance3088 0.11 12.033
instance3089 0.112 8.247
instance3090 0.103 11.106
instance3091 0.09 6.261
instance3092 0.08 11.281
instance3093 0.129 10.537
instance3094 0.127 8.413
instance3095 0.098 10.941
instance3096 0.08 6.735
instance3097 0.168 5.426
instance3098 0.134 9.741
instance3099 0.079 12.273
instance3100 0.063 9.655
instance3101 0.15 5.867
instance3102 0.151 9.404
instance3103 0.158 8.061
instance3104 0.165 9.767
instance3105 0.164 9.578
instance3106 0.164 11.15
instance3107 0.213 5.856
instance3108 0.114 11.259
instance3109 0.212 3.873
instance3110 0.098 10.829
instance3111 0.113 8.917
instance3112 0.16 10.774
instance3113 0.13 9.344
instance3114 0.12 9.887
instance3115 0.145 7.784
instance3116 0.116 10.855
instance3117 0.133 13.384
instance3118 0.114 10.572
instance3119 0.145 10.691
instance3120 0.099 10.665
instance3121 0.059 9.988
instance3122 0.131 7.59
instance3123 0.001 0.027
instance3124 0.001 0.025
instance3125 0.001 0.025
instance3126 0.001 0.021
instance3127 0.001 0.015
instance3128 0.001 0.02
instance3129 0.001 0.027
instance3130 0.001 0.031
instance3131 0.001 0.028
instance3132 0.001 0.029
instance3133 0.001 0.029
instance3134 0.001 0.03
instance3135 0.001 0.026
instance3136 0.001 0.025
instance3137 0.001 0.016
instance3138 0.001 0.018
instance3139 0.001 0.027
instance3140 0.001 0.03
instance3141 0.001 0.017
instance3142 0.001 0.031
instance3143 0.001 0.041
instance3144 0.001 0.035
instance3145 0.001 0.03
instance3146 0.001 0.034
instance3147 0.001 0.019
instance3148 0.001 0.04
instance3149 0.001 0.022
instance3150 0.001 0.024
instance3151 0.001 0.031
instance3152 0.001 0.026
instance3153 0.001 0.029
instance3154 0.001 0.016
instance3155 0.001 0.046
instance3156 0.001 0.016
instance3157 0.001 0.024
instance3158 0.001 0.041
instance3159 0.001 0.032
instance3160 0.001 0.025
instance3161 0.001 0.023
instance3162 0.001 0.028
instance3163 0.001 0.018
instance3164 0.001 0.029
instance3165 0.001 0.024
instance3166 0.001 0.026
instance3167 0.001 0.02
instance3168 0.001 0.029
instance3169 0.001 0.042
instance3170 0.001 0.04
instance3171 0.001 0.033
instance3172 0.001 0.025
instance3173 0.001 0.041
instance3174 0.001 0.036
instance3175 0.001 0.03
instance3176 0.001 0.033
instance3177 0.001 0.029
instance3178 0.001 0.031
instance3179 0.001 0.03
instance3180 0.001 0.021
instance3181 0.001 0.042
instance3182 0.001 0.029
instance3183 0.001 0.035
instance3184 0.001 0.023
instance3185 0.001 0.023
instance3186 0.001 0.025
instance3187 0.001 0.015
instance3188 0.001 0.03
instance3189 0.001 0.031
instance3190 0.001 0.029
instance3191 0.001 0.029
instance3192 0.001 0.027
instance3193 0.001 0.022
instance3194 0.001 0.031
instance3195 0.001 0.027
instance3196 0.001 0.031
instance3197 0.001 0.031
instance3198 0.001 0.019
instance3199 0.001 0.024
instance3200 0.001 0.032
instance3201 0.001 0.021
instance3202 0.001 0.023
instance3203 0.001 0.026
instance3204 0.001 0.028
instance3205 0.001 0.021
instance3206 0.001 0.031
instance3207 0.001 0.043
instance3208 0.001 0.028
instance3209 0.001 0.033
instance3210 0.001 0.013
instance3211 0.001 0.029
instance3212 0.001 0.032
instance3213 0.001 0.036
instance3214 0.001 0.031
instance3215 0.001 0.031
instance3216 0.001 0.022
instance3217 0.001 0.015
instance3218 0.001 0.027
instance3219 0.001 0.018
instance3220 0.001 0.03
instance3221 0.001 0.021
instance3222 0.001 0.015
instance3223 0.001 0.023
instance3224 0.001 0.021
instance3225 0.001 0.029
instance3226 0.001 0.035
instance3227 0.001 0.036
instance3228 0.001 0.022
instance3229 0.001 0.028
instance3230 0.001 0.017
instance3231 0.001 0.02
instance3232 0.001 0.029
instance3233 0.001 0.03
instance3234 0.001 0.029
instance3235 0.001 0.022
instance3236 0.001 0.017
instance3237 0.001 0.038
instance3238 0.001 0.025
instance3239 0.001 0.017
instance3240 0.001 0.02
instance3241 0.001 0.015
instance3242 0.001 0.039
instance3243 0.001 0.03
instance3244 0.001 0.029
instance3245 0.001 0.025
instance3246 0.001 0.026
instance3247 0.001 0.023
instance3248 0.001 0.019
instance3249 0.001 0.038
instance3250 0.001 0.029
instance3251 0.001 0.044
instance3252 0.001 0.015
instance3253 0.001 0.029
instance3254 0.001 0.03
instance3255 0.001 0.028
instance3256 0.001 0.021
instance3257 0.001 0.034
instance3258 0.001 0.03
instance3259 0.001 0.028
instance3260 0.001 0.028
instance3261 0.001 0.029
instance3262 0.001 0.031
instance3263 0.001 0.029
instance3264 0.001 0.031
instance3265 0.001 0.029
instance3266 0.001 0.021
instance3267 0.001 0.031
instance3268 0.001 0.029
instance3269 0.001 0.028
instance3270 0.001 0.014
instance3271 0.001 0.034
instance3272 0.001 0.024
instance3273 0.001 0.031
instance3274 0.001 0.022
instance3275 0.001 0.03
instance3276 0.001 0.031
instance3277 0.001 0.014
instance3278 0.001 0.019
instance3279 0.001 0.015
instance3280 0.001 0.035
instance3281 0.001 0.032
instance3282 0.001 0.016
instance3283 0.001 0.027
instance3284 0.001 0.031
instance3285 0.001 0.034
instance3286 0.001 0.026
instance3287 0.001 0.025
instance3288 0.001 0.028
